csv_no,json_file,json_source,field,status,score,csv_value,json_value
64,64. Constante-Amores et al. (2024). Contribution of machine learning to the analysis of.json,json,software,disagree,0.143,"R (v.4.4.0) caret, stochastic gradient boosting (gbm), lme4",r
64,64. Constante-Amores et al. (2024). Contribution of machine learning to the analysis of.json,json,countries,agree,1.0,Spain,esp
64,64. Constante-Amores et al. (2024). Contribution of machine learning to the analysis of.json,json,dependent_outcome,agree,0.629,Grade repetition in primary school; grade repetition in secondary school (binary outcomes),Grade repetition in primary education (repeated at least once) Grade repetition in secondary education (repeated at least once)
64,64. Constante-Amores et al. (2024). Contribution of machine learning to the analysis of.json,json,journal_venue,agree,1.0,"Revista
Española de Pedagogía",Revista Española de Pedagogía
65,65. Khine et al. (2024). A Machine-Learning Approach to Predicting the.json,json,year,agree,1.0,2024,2024
65,65. Khine et al. (2024). A Machine-Learning Approach to Predicting the.json,json,title,agree,1.0,"A Machine-Learning Approach to Predicting the Achievement of Australian Students Using School Climate; Learner Characteristics; and Economic, Social, and Cultur","A Machine-Learning Approach to Predicting the Achievement of Australian Students Using School Climate; Learner Characteristics; and Economic, Social, and Cultur"
65,65. Khine et al. (2024). A Machine-Learning Approach to Predicting the.json,json,authors,disagree,0.0,"afari,khine,liu,pallipuram",
65,65. Khine et al. (2024). A Machine-Learning Approach to Predicting the.json,json,ilsa_assessment,agree,1.0,pisa,pisa
65,65. Khine et al. (2024). A Machine-Learning Approach to Predicting the.json,json,ml_methods,agree,0.9,"decision tree,elastic net,gradient boosting,k nn,knn,neural network,random forest,shap,svm,xgboost","decision tree,elastic net,k nn,knn,neural network,random forest,shap,svm,xgboost"
65,65. Khine et al. (2024). A Machine-Learning Approach to Predicting the.json,json,software,partial,0.5,"R (v.4.3.2), Python (v.3.8.19) (Scikit-Learn)","python,r"
65,65. Khine et al. (2024). A Machine-Learning Approach to Predicting the.json,json,countries,agree,0.8,Australia,aus
65,65. Khine et al. (2024). A Machine-Learning Approach to Predicting the.json,json,dependent_outcome,agree,0.486,Mathematics achievement score (PISA plausible values combined as predicted target),Mathematics achievement (ACHIEVE)
65,65. Khine et al. (2024). A Machine-Learning Approach to Predicting the.json,json,journal_venue,agree,1.0,Education Sciences,Education Sciences
66,66. Qiao. (2022). Diagnostic Classification Analysis Of Problem-Solving.json,json,year,agree,1.0,2022,2022
66,66. Qiao. (2022). Diagnostic Classification Analysis Of Problem-Solving.json,json,title,agree,1.0,Diagnostic Classification Analysis Of Problem-Solving Competence Using Process Data: An Item Expansion Method,DIAGNOSTIC CLASSIFICATION ANALYSIS OF PROBLEM-SOLVING COMPETENCE USING PROCESS DATA: AN ITEM EXPANSION METHOD
66,66. Qiao. (2022). Diagnostic Classification Analysis Of Problem-Solving.json,json,authors,partial,0.5,qiao,"qiao,zhan"
66,66. Qiao. (2022). Diagnostic Classification Analysis Of Problem-Solving.json,json,ilsa_assessment,agree,1.0,pisa,pisa
66,66. Qiao. (2022). Diagnostic Classification Analysis Of Problem-Solving.json,json,ml_methods,missing,,,
66,66. Qiao. (2022). Diagnostic Classification Analysis Of Problem-Solving.json,json,software,disagree,0.333,"R (GDINA, TAM)",r
66,66. Qiao. (2022). Diagnostic Classification Analysis Of Problem-Solving.json,json,countries,agree,0.8,"USA, Singapore, Austria, and Turkey","aut,sgp,tur,usa"
66,66. Qiao. (2022). Diagnostic Classification Analysis Of Problem-Solving.json,json,dependent_outcome,disagree,0.143,Problem-solving competence and mastery patterns of five problem-solving skills,Diagnostic classification of problem-solving skills (latent attribute patterns / latent classes) Problem-solving ability estimates (higher-order latent ability 
66,66. Qiao. (2022). Diagnostic Classification Analysis Of Problem-Solving.json,json,journal_venue,partial,0.667,Psychometric Society,Psychometrika
67,67. Anghel et al. (2024). The use of process data in large?scale assessments a.json,json,year,agree,1.0,2024,2024
67,67. Anghel et al. (2024). The use of process data in large?scale assessments a.json,json,title,agree,1.0,The use of process data in large?scale assessments: a literature review,The use of process data in large-scale assessments: a literature review
67,67. Anghel et al. (2024). The use of process data in large?scale assessments a.json,json,authors,disagree,0.2,"anghel,davier,khorramdel","anghel,linden,lynch"
67,67. Anghel et al. (2024). The use of process data in large?scale assessments a.json,json,ilsa_assessment,disagree,0.0,,"piaac,pisa,timss"
67,67. Anghel et al. (2024). The use of process data in large?scale assessments a.json,json,ml_methods,disagree,0.0,,random forest
67,67. Anghel et al. (2024). The use of process data in large?scale assessments a.json,json,software,partial,0.5,R (stm),r
67,67. Anghel et al. (2024). The use of process data in large?scale assessments a.json,json,countries,missing,,None,
67,67. Anghel et al. (2024). The use of process data in large?scale assessments a.json,json,dependent_outcome,partial,0.333,Not applicable (review paper),problem-solving
67,67. Anghel et al. (2024). The use of process data in large?scale assessments a.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education ,Large-scale Assessments in Education
68,68. Peters et al. (2025). Review of Text-Based Approaches to Item Difficulty.json,json,year,agree,1.0,2025,2025
68,68. Peters et al. (2025). Review of Text-Based Approaches to Item Difficulty.json,json,title,agree,1.0,Review of Text-Based Approaches to Item Difficulty Modeling in Large-Scale Assessments,Review of Text-Based Approaches to Item Difficulty Modeling in Large-Scale Assessments
68,68. Peters et al. (2025). Review of Text-Based Approaches to Item Difficulty.json,json,authors,agree,1.0,"jiao,li,peters,zhang,zhou","jiao,li,peters,zhang,zhou"
68,68. Peters et al. (2025). Review of Text-Based Approaches to Item Difficulty.json,json,ilsa_assessment,missing,,,
68,68. Peters et al. (2025). Review of Text-Based Approaches to Item Difficulty.json,json,ml_methods,partial,0.2,"bert,cnn,decision tree,gradient boosting,lightgbm,lstm,neural network,random forest,svm,xgboost","neural network,random forest"
68,68. Peters et al. (2025). Review of Text-Based Approaches to Item Difficulty.json,json,software,missing,,None,r
68,68. Peters et al. (2025). Review of Text-Based Approaches to Item Difficulty.json,json,countries,missing,,None,
68,68. Peters et al. (2025). Review of Text-Based Approaches to Item Difficulty.json,json,dependent_outcome,disagree,0.071,"Item difficulty indicators: IRT b-parameter, transformed p-value, p-value, categorical difficulty levels, error rate, Delta","This paper is a systematic review of text-based approaches to automated item difficulty prediction in large-scale assessments, synthesizing 37 articles (46 stud"
68,68. Peters et al. (2025). Review of Text-Based Approaches to Item Difficulty.json,json,journal_venue,agree,0.785,Proceedings of the Artificial Intelligence in Measurement and Education Conference,Proceedings of the Artificial Intelligence in Measurement and Education Conference (AIME-Con) – Volume 3: Coordinated Se
69,69. Hernández?Torrano & Courtney. (2021). Modern international large?scale assessment in.json,json,year,agree,1.0,2021,2021
69,69. Hernández?Torrano & Courtney. (2021). Modern international large?scale assessment in.json,json,title,agree,1.0,Modern international large?scale assessment in education: an integrative review and mapping of the literature,Modern international large-scale assessment in education: an integrative review and mapping of the literature
69,69. Hernández?Torrano & Courtney. (2021). Modern international large?scale assessment in.json,json,authors,agree,1.0,"courtney,hernandez torrano","courtney,hernandez torrano"
69,69. Hernández?Torrano & Courtney. (2021). Modern international large?scale assessment in.json,json,ilsa_assessment,agree,1.0,"iccs,icils,pirls,pisa,timss","iccs,icils,pirls,pisa,timss"
69,69. Hernández?Torrano & Courtney. (2021). Modern international large?scale assessment in.json,json,ml_methods,missing,,,
69,69. Hernández?Torrano & Courtney. (2021). Modern international large?scale assessment in.json,json,software,disagree,0.333,Bibliometrix (v.3.0) and VOSviewer,r
69,69. Hernández?Torrano & Courtney. (2021). Modern international large?scale assessment in.json,json,countries,disagree,0.0,None,"aus,bel,can,chn,deu,esp,fin,gbr,ita,nld,nor,swe,tur,usa,zaf"
69,69. Hernández?Torrano & Courtney. (2021). Modern international large?scale assessment in.json,json,dependent_outcome,partial,0.298,Not applicable (bibliometric synthesis),Literature synthesis outcome (not student-level prediction)
69,69. Hernández?Torrano & Courtney. (2021). Modern international large?scale assessment in.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education ,Large-scale Assessments in Education
70,70. Maia et al. (2023). Applications of Artificial Intelligence Models in.json,json,year,agree,1.0,2023,2023
70,70. Maia et al. (2023). Applications of Artificial Intelligence Models in.json,json,title,agree,1.0,Applications of Artificial Intelligence Models in Educational Analytics and Decision Making: A Systematic Review,Applications of Artificial Intelligence Models in Educational Analytics and Decision Making: A Systematic Review
70,70. Maia et al. (2023). Applications of Artificial Intelligence Models in.json,json,authors,disagree,0.0,"bueno,maia,sato","a p a b,j d s z m,j r s"
70,70. Maia et al. (2023). Applications of Artificial Intelligence Models in.json,json,ilsa_assessment,disagree,0.0,,"pisa,timss"
70,70. Maia et al. (2023). Applications of Artificial Intelligence Models in.json,json,ml_methods,partial,0.6,"clustering,decision tree,neural network,random forest,svm","decision tree,neural network,random forest"
70,70. Maia et al. (2023). Applications of Artificial Intelligence Models in.json,json,software,disagree,0.083,"R (most common), Weka, Python, SPSS, Matlab, SAS, Statistica; ~20% did not specify software",r
70,70. Maia et al. (2023). Applications of Artificial Intelligence Models in.json,json,countries,disagree,0.0,None,"bra,prt,tur"
70,70. Maia et al. (2023). Applications of Artificial Intelligence Models in.json,json,dependent_outcome,partial,0.252,Not applicable (systematic review),predicting or classifying basic-education performance (primary/secondary/high sc
70,70. Maia et al. (2023). Applications of Artificial Intelligence Models in.json,json,journal_venue,agree,1.0,World,World
71,71. Huang et al. (2025). The Application of Machine Learning to Educational.json,json,year,agree,1.0,2025,2025
71,71. Huang et al. (2025). The Application of Machine Learning to Educational.json,json,title,agree,1.0,The Application of Machine Learning to Educational Process Data Analysis: A Systematic Review,The Application of Machine Learning to Educational Process Data Analysis: A Systematic Review
71,71. Huang et al. (2025). The Application of Machine Learning to Educational.json,json,authors,disagree,0.2,"chang,huang,xin","c,huang,x"
71,71. Huang et al. (2025). The Application of Machine Learning to Educational.json,json,ilsa_assessment,missing,,,
71,71. Huang et al. (2025). The Application of Machine Learning to Educational.json,json,ml_methods,partial,0.143,"cnn,decision tree,lstm,neural network,random forest,svm,xgboost",random forest
71,71. Huang et al. (2025). The Application of Machine Learning to Educational.json,json,software,disagree,0.25,Not applicable (systematic review),r
71,71. Huang et al. (2025). The Application of Machine Learning to Educational.json,json,countries,missing,,None,
