doi,variable_code,variable_name,category,source_category,predictor_level,predictor_category
10.1186/s40536-023-00190-8,ST114,Expected occupational status,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1186/s40536-023-00190-8,ST004Q01TA,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1186/s40536-023-00190-8,REPEAT,Repeated grade,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1186/s40536-023-00190-8,HEDRES,Home educational resources,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1186/s40536-023-00190-8,ICTRES,ICT resources at home,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-023-00190-8,INTBRSCI,Broad interest in science,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-023-00190-8,SCIEEFF,Science self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-023-00190-8,IBTEACH,Inquiry-based teaching,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-023-00190-8,TDTEACH,Directed science instruction,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-023-00190-8,TEACHSU,Teacher support in science,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1186/s40536-023-00190-8,STUBEHA,climate hindrance,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-023-00190-8,TEACHBEHA,Teacher climate hindrance,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-023-00190-8,SCHOOLTY,School type (public/private),school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-023-00190-8,SCHSIZE,School enrollment size,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-023-00190-8,CLSIZE,Average class size,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-023-00190-8,ESCSSCHO,School ESCS,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1186/s40536-023-00190-8,TEACHMOT,Teacher motivation (job satisfaction proxy),teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1057/s41599-023-01886-6,sex,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1057/s41599-023-01886-6,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1057/s41599-023-01886-6,books_at_home,Number of books at home,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1080/02671522.2020.1864760,self_awareness,Self-awareness (PISA proxies),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02671522.2020.1864760,self_management,Self-management (PISA proxies),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02671522.2020.1864760,social_awareness,Social awareness (PISA proxies),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02671522.2020.1864760,relationship_skills,Relationship skills (PISA proxies),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci15070928,EATMEAL,Family meal frequency,parent_home,peer_reviewed_research,Student Level,Student: SES
10.3390/educsci15070928,SPENDTALK,Time talking with parents,parent_home,peer_reviewed_research,Student Level,Student: SES
10.3390/educsci15070928,ASKSCHOOL,Parents ask about school,parent_home,peer_reviewed_research,Student Level,Student: SES
10.3390/educsci15070928,GOODMARK,Encouragement for good grades,parent_home,peer_reviewed_research,Student Level,Student: SES
10.3390/educsci15070928,DISSWELL,Discuss how school is going,parent_home,peer_reviewed_research,Student Level,Student: SES
10.3390/educsci15070928,COMPLETE,Importance of completing school,parent_home,peer_reviewed_research,Student Level,Student: SES
10.3390/educsci15070928,PROBLEM,Talk about school problems,parent_home,peer_reviewed_research,Student Level,Student: SES
10.3390/educsci15070928,GETALONG,Perceived getting along,parent_home,peer_reviewed_research,Student Level,Student: SES
10.3390/educsci15070928,TAKEINTER,Parental interest in learning,parent_home,peer_reviewed_research,Student Level,Student: SES
10.3390/educsci15070928,TALKFUTURE,Talk about future plans,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1080/09500693.2022.2037167,ANXTEST,Test anxiety,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/09500693.2022.2037167,BSMJ,Expected occupational status,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/09500693.2022.2037167,CPSVALUE,Value cooperation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/09500693.2022.2037167,ENVOPT,Environmental optimism,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/09500693.2022.2037167,EPIST,Epistemological beliefs,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/09500693.2022.2037167,ESCS,Economic social cultural status,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1080/09500693.2022.2037167,INTBRSCI,Interest in broad science topics,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/09500693.2022.2037167,JOYSCIE,Enjoyment of science,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/09500693.2022.2037167,LMINS,Learning time (science),student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/09500693.2022.2037167,OUTHOURS,Out-of-school study time,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/09500693.2022.2037167,SMINS,Learning time (science classes),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1080/09500693.2022.2037167,UNFAIRTE,Teacher fairness,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/09500693.2022.2037167,REPEAT,Grade repetition,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1080/09500693.2022.2037167,PROAT6,Teachers with ISCED 6,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/09500693.2022.2037167,SCHESCS,School ESCS (mean),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1080/09500693.2022.2037167,SCHSIZE,School size,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2020.100875,Gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.stueduc.2020.100875,birth_month,Birth month,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.stueduc.2020.100875,grade,Grade,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.stueduc.2020.100875,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.stueduc.2020.100875,immigrant_status,Immigrant status,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.stueduc.2020.100875,grade_repetition,Grade repetition,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.stueduc.2020.100875,number_school_changes,Number of school changes,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.stueduc.2020.100875,mother_tongue,Mother tongue,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.stueduc.2020.100875,school_size,School size,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2020.100875,classroom_size,Classroom size,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2020.100875,shortage_educational_resources,Shortage of educational resources,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2020.100875,shortage_educational_staff,Shortage of educational staff,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2020.100875,school_ownership,School ownership,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2020.100875,student_teacher_ratio,Student-teacher ratio,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2020.100875,average_ESCS,Average ESCS (school),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1016/j.stueduc.2020.100875,repeater_rate,Repeater rate,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2020.100875,immigrant_student_rate,Immigrant student rate,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2020.100875,proportion_girls,Proportion of girls,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.stueduc.2020.100875,EXTR_CURR,Additional lessons (curricular),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2020.100875,COOPERATE,Cooperative learning value,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2020.100875,HOMESCH,ICT use outside school,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2020.100875,ENTUSE,ICT use outside school leisure,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2020.100875,LMINS,Reading lesson minutes (weekly),student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2020.100875,CPSVALUE,Value of cooperation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2020.100875,AUTICT,ICT autonomy,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2020.100875,ENVOPT,Environmental optimism,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2020.100875,ICTSCH,ICT available at school,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1016/j.stueduc.2020.100875,EXTR_CCSS,Additional lessons (social sciences),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2020.100875,SMTAUT_TEACH,Teacher autonomy (management),teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/09500693.2022.2067364,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1080/09500693.2022.2067364,DISCLISCI,Disciplinary climate (science),school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.52963/PERR_Biruni_V12.N2.10,learning_time_per_week_total,Learning time per week (total),student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.52963/PERR_Biruni_V12.N2.10,father_education_level,Father education level,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.52963/PERR_Biruni_V12.N2.10,EMOSUPS,Emotional support (EMOSUPS),parent_home,peer_reviewed_research,Student Level,Student: SES
10.52963/PERR_Biruni_V12.N2.10,ANXTEST,Test anxiety (ANXTEST),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.52963/PERR_Biruni_V12.N2.10,MOTIVAT,Achievement motivation (MOTIVAT),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.52963/PERR_Biruni_V12.N2.10,COOPERATE,Cooperation (COOPERATE),student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.52963/PERR_Biruni_V12.N2.10,BELONG,Sense of belonging (BELONG),student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.52963/PERR_Biruni_V12.N2.10,MMINS,Minutes per week (MMINS),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.52963/PERR_Biruni_V12.N2.10,TMINS,Time spent (TMINS),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.52963/PERR_Biruni_V12.N2.10,OUTHOURS,Out-of-school hours (OUTHOURS),student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.52963/PERR_Biruni_V12.N2.10,grade,Grade level,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.52963/PERR_Biruni_V12.N2.10,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.52963/PERR_Biruni_V12.N2.10,MISCED,Mother education (MISCED),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.52963/PERR_Biruni_V12.N2.10,FISCED,Father education (FISCED),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.52963/PERR_Biruni_V12.N2.10,HISCED,Highest education (HISCED),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.3758/s13428-019-01224-2,EECA,Country (EECA),student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3758/s13428-019-01224-2,dummy_coded,dummy-coded,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3758/s13428-019-01224-2,gendermale,Gender (male vs female),demographic,peer_reviewed_research,Student Level,Student: Demographic
10.3758/s13428-019-01224-2,economic,Economic,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3758/s13428-019-01224-2,social,social,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3758/s13428-019-01224-2,ESCS,cultural status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.5944/educxx1.38634,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.5944/educxx1.38634,HOMEPOS,Home possessions,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.5944/educxx1.38634,CULTPOSS,Cultural possessions at home,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.5944/educxx1.38634,WEALTH,Family wealth,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.5944/educxx1.38634,BMMJ1,ISEI of mother,socioeconomic,peer_reviewed_research,Student Level,Student: SES
